Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGPL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40
CGOH6716721	6790	-1	1	7000	52	0	0	0	60	0.73	0.173	0.052	0.024	0.021	0	0	0	0	0	128	10	0	6	1	7666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	170880	10	67	1	0	0	0	1251	0	0	1	1.103	0.553	0.391	0.309	0.258	0.223	0.197	0.177	0.161	0.149	0.138	0.129	0.121	0.114	0.108	0.103	0.098	0.094	0.090	0.086	0.083	0.080	0.078	0.075	0.073	0.071	0.068	0.067	0.065	0.063	0.062	0.060	0.059	0.057	0.056	0.055	0.054	0.053	0.051	0.050	1320.489	661.974	468.021	369.356	308.378	266.502	235.756	212.107	193.286	177.907	165.078	154.194	144.828	136.674	129.503	123.142	117.455	112.338	107.705	103.489	99.633	96.093	92.828	89.808	87.004	84.393	81.956	79.674	77.533	75.520	73.623	71.832	70.138	68.533	67.010	65.563	64.185	62.872	61.619	60.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.640187	6.820002	4.706681	3.601045	2.918888	2.455369	2.119649	1.865157	1.665538	1.503145	1.3601	1.23067	1.113553	1.007587	0.911701	0.824943	0.746438	0.675402	0.611128	0.552972	0.500353	0.452739	0.409654	0.370671	0.335398	0.303478	0.274596	0.248465	0.224826	0.203427	0.184072	0.166551	0.150703	0.13636	0.123382	0.111643	0.101017	0.091406	0.082705	0.074837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6716821	6790	-1	1	7000	52	0	0	0	0	0.64	0.191	0.099	0.038	0.032	0	0	0	0	0	128	71	44	51	1	10563	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	131200	10	67	1	0	0	0	745	0	0	1	0.003	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6442.389	1865.449	660.134	269.801	122.925	60.971	32.379	18.187	10.706	6.558	4.158	2.715	1.820	1.249	0.874	0.624	0.452	0.333	0.249	0.188	0.144	0.111	0.087	0.068	0.054	0.043	0.035	0.028	0.023	0.019	0.016	0.013	0.011	0.009	0.008	0.007	0.006	0.005	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.18135	16.81306	5.72618	2.21103	0.94269	0.43552	0.21502	0.11225	0.06146	0.03506	0.02073	0.01265	0.00794	0.00511	0.00336	0.00226	0.00154	0.00107	0.00076	0.00054	0.00039	0.00029	0.00021	0.00016	0.00012	0.00009	0.00007	0.00006	0.00004	0.00003	0.00003	0.00003	0.00002	0.00002	0.00002	0.00002	0.00002	0.00001	0.00001	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6716921	6790	-1	1	7000	52	0	0	0	45	0.73	0.173	0.052	0.024	0.021	0	0	0	0	0	128	45	37	15	1	9501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	73600	10	67	1	0	0	0	199	0	0	1	0.218	0.097	0.045	0.021	0.011	0.005	0.003	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4309.324	1923.374	888.852	424.086	208.369	105.194	54.458	28.858	15.628	8.637	4.865	2.790	1.627	0.963	0.579	0.353	0.218	0.137	0.086	0.055	0.036	0.023	0.015	0.010	0.007	0.005	0.003	0.002	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.461681	20.393615	9.35979	4.298349	1.975149	0.90816	0.417813	0.192335	0.088594	0.040832	0.018832	0.00869	0.004015	0.001859	0.000858	0.000396	0.000187	0.000088	0.000044	0.000022	0.000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6717021	6790	-1	1	7000	52	0	0	0	45	0.73	0.173	0.052	0.024	0.021	0	0	0	0	0	128	0	0	16	1	9501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	72000	9	67	1	0	0	0	563	0	0	1	0.196	0.090	0.041	0.019	0.009	0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4041.971	1853.965	850.890	390.759	179.559	82.560	37.983	17.485	8.054	3.712	1.712	0.790	0.365	0.169	0.078	0.036	0.017	0.008	0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.461681	20.393615	9.35979	4.298349	1.975149	0.90816	0.417813	0.192335	0.088594	0.040832	0.018832	0.00869	0.004015	0.001859	0.000858	0.000396	0.000187	0.000088	0.000044	0.000022	0.000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6717221	6791	-1	1	7000	52	0	0	0	121	0.644	0.19	0.098	0.037	0.031	0	0	0	0	0	128	3	2	4	1	7625	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	70272	10	67	1	0	0	0	72	0	0	1	42.486	23.109	15.294	11.176	8.675	7.013	5.839	4.971	4.306	3.782	3.361	3.015	2.728	2.485	2.277	2.098	1.943	1.806	1.686	1.578	1.483	1.397	1.319	1.249	1.184	1.126	1.072	1.023	0.977	0.935	0.896	0.860	0.826	0.795	0.765	0.738	0.712	0.687	0.665	0.643	587.986	319.827	211.662	154.670	120.054	97.059	80.809	68.792	59.589	52.346	46.515	41.733	37.750	34.388	31.517	29.041	26.887	24.997	23.328	21.845	20.520	19.329	18.254	17.279	16.392	15.582	14.839	14.156	13.526	12.944	12.404	11.903	11.436	11.000	10.592	10.210	9.851	9.514	9.197	8.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.683249	2.409138	1.428642	0.928404	0.643221	0.467253	0.352035	0.273033	0.21681	0.175563	0.144531	0.120672	0.101988	0.08712	0.075123	0.065313	0.057213	0.050454	0.044766	0.039933	0.035802	0.032247	0.029151	0.026379	0.023868	0.021591	0.019539	0.017676	0.015993	0.014472	0.013095	0.011853	0.010719	0.009702	0.008784	0.007947	0.007191	0.006507	0.005886	0.005328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6717421	6791	-1	1	7000	52	0	0	0	129	0.64	0.191	0.099	0.038	0.032	0	0	0	0	0	213	34	10	4	1	10111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	124992	10	67	1	0	0	0	347	0	0	1	149.911	91.376	55.710	33.974	20.723	12.644	7.716	4.710	2.876	1.756	1.073	0.656	0.401	0.245	0.150	0.092	0.056	0.034	0.021	0.013	0.008	0.005	0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	821.386	500.661	305.243	186.146	113.545	69.277	42.278	25.808	15.758	9.624	5.879	3.592	2.195	1.342	0.821	0.502	0.307	0.188	0.115	0.070	0.043	0.026	0.016	0.010	0.006	0.004	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.33181	6.5268	3.760398	2.1672	1.24938	0.720486	0.415602	0.239814	0.13842	0.07992	0.046152	0.026658	0.015408	0.00891	0.005148	0.002988	0.001728	0.00099	0.000576	0.000342	0.000198	0.000108	0.000072	0.000036	0.000018	0.000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6717521	6791	-1	1	7000	52	0	0	0	110	0.543	0.221	0.133	0.065	0.038	0	0	0	0	0	213	50	35	51	1	9169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	118080	10	67	1	0	0	0	107	0	0	1	87.091	39.043	19.647	10.776	6.320	3.909	2.526	1.693	1.170	0.830	0.602	0.446	0.336	0.257	0.200	0.157	0.125	0.100	0.081	0.067	0.055	0.046	0.038	0.032	0.027	0.023	0.020	0.017	0.015	0.013	0.011	0.010	0.009	0.008	0.007	0.006	0.005	0.005	0.004	0.004	1609.776	721.660	363.144	199.190	116.812	72.260	46.693	31.289	21.621	15.340	11.134	8.245	6.214	4.757	3.693	2.904	2.309	1.856	1.505	1.232	1.016	0.844	0.706	0.595	0.504	0.429	0.367	0.316	0.273	0.237	0.207	0.181	0.159	0.140	0.123	0.109	0.097	0.087	0.078	0.070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.52479	8.49237	4.2543	2.28681	1.3018	0.77721	0.48303	0.31068	0.20586	0.13998	0.09739	0.06915	0.04999	0.03674	0.0274	0.02071	0.01585	0.01226	0.00959	0.00757	0.00603	0.00484	0.00391	0.00319	0.00261	0.00216	0.00179	0.00149	0.00125	0.00106	0.00093	0.00084	0.00076	0.00069	0.00062	0.00056	0.00051	0.00046	0.00042	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOH6717721	6791	-1	1	7000	52	0	0	0	121	0.644	0.19	0.098	0.037	0.031	0	0	0	0	0	213	4	5	0	1	9165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	91872	10	67	1	0	0	0	258	0	0	1	29.371	16.110	8.839	4.852	2.664	1.463	0.804	0.442	0.243	0.134	0.074	0.040	0.022	0.012	0.007	0.004	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1601.934	878.643	482.100	264.617	145.296	79.808	43.853	24.105	13.254	7.291	4.012	2.208	1.216	0.670	0.369	0.203	0.112	0.062	0.034	0.019	0.010	0.006	0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.889259	8.17432	4.489375	2.466475	1.355574	0.745283	0.409904	0.225522	0.124124	0.068343	0.037642	0.020735	0.011429	0.006303	0.003476	0.001914	0.001056	0.000583	0.000319	0.000176	0.000099	0.000055	0.000033	0.000022	0.000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5800121	5861	-1	3	9500	42	0	0	0	90	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0	80	0	0	0	1	7273	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	24350.72	10	58	1	0	0	0	222	0	0	1	1.378	0.816	0.605	0.489	0.415	0.362	0.323	0.292	0.268	0.248	0.231	0.216	0.204	0.193	0.183	0.174	0.167	0.160	0.153	0.148	0.142	0.137	0.133	0.129	0.125	0.121	0.118	0.115	0.112	0.109	0.106	0.104	0.102	0.099	0.097	0.095	0.093	0.091	0.090	0.088	732.650	434.130	321.689	260.073	220.474	192.597	171.768	155.538	142.488	131.736	122.704	114.997	108.331	102.502	97.356	92.775	88.667	84.959	81.594	78.524	75.711	73.122	70.730	68.514	66.452	64.530	62.733	61.048	59.465	57.975	56.568	55.239	53.981	52.787	51.653	50.575	49.547	48.567	47.631	46.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5800221	5861	-1	3	9500	43.4	0	0	0	90	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0	80	13	2	3	1	5991	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	54640.64	10	58	1	0	0	0	133	0	0	1	1.845	1.040	0.740	0.580	0.479	0.410	0.359	0.319	0.288	0.263	0.242	0.224	0.209	0.196	0.185	0.175	0.165	0.157	0.150	0.143	0.137	0.132	0.127	0.122	0.118	0.114	0.110	0.107	0.103	0.100	0.098	0.095	0.092	0.090	0.088	0.086	0.083	0.082	0.080	0.078	674.136	379.789	270.376	211.852	175.065	149.670	131.022	116.714	105.368	96.139	88.476	82.006	76.466	71.666	67.466	63.756	60.455	57.498	54.833	52.417	50.217	48.205	46.356	44.653	43.077	41.615	40.255	38.986	37.799	36.686	35.641	34.657	33.729	32.853	32.024	31.237	30.491	29.782	29.107	28.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5800321	5861	-1	3	9500	42	0	0	0	90	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0	80	37	13	9	1	7070	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	105569.28	10	58	1	0	0	0	561	0	0	1	8.621	4.668	3.317	2.609	2.167	1.862	1.638	1.466	1.330	1.218	1.126	1.047	0.980	0.921	0.870	0.825	0.784	0.748	0.715	0.685	0.658	0.633	0.610	0.589	0.569	0.551	0.534	0.518	0.503	0.489	0.476	0.464	0.452	0.441	0.430	0.420	0.411	0.402	0.393	0.385	433.044	234.497	166.646	131.073	108.859	93.551	82.306	73.666	66.801	61.204	56.546	52.604	49.220	46.282	43.704	41.422	39.388	37.561	35.911	34.413	33.045	31.792	30.639	29.575	28.588	27.671	26.817	26.018	25.270	24.568	23.908	23.285	22.697	22.141	21.613	21.113	20.638	20.185	19.754	19.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5800421	5861	-1	3	9500	42	0	0	0	90	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0	80	0	0	0	1	8584	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	91315.2	10	58	1	0	0	0	1141	0	0	1	1.463	0.548	0.258	0.140	0.083	0.053	0.036	0.025	0.018	0.014	0.011	0.008	0.007	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1522.321	570.203	268.377	145.444	86.773	55.515	37.453	26.346	19.168	14.339	10.979	8.575	6.813	5.494	4.489	3.710	3.099	2.612	2.220	1.901	1.639	1.422	1.242	1.089	0.961	0.851	0.757	0.676	0.606	0.545	0.492	0.446	0.405	0.368	0.336	0.308	0.282	0.259	0.239	0.220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5800521	5861	-1	3	9500	42	0	0	0	90	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0	80	22	4	12	1	6935	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	131256.32	10	58	1	0	0	0	929	0	0	1	0.264	0.144	0.099	0.075	0.060	0.050	0.043	0.037	0.033	0.030	0.027	0.025	0.023	0.021	0.020	0.018	0.017	0.016	0.015	0.014	0.014	0.013	0.013	0.012	0.011	0.011	0.011	0.010	0.010	0.009	0.009	0.009	0.009	0.008	0.008	0.008	0.008	0.007	0.007	0.007	917.500	500.541	342.608	259.450	208.221	173.553	148.567	129.726	115.024	103.241	93.592	85.550	78.746	72.918	67.871	63.460	59.572	56.120	53.036	50.264	47.760	45.486	43.413	41.516	39.773	38.166	36.680	35.302	34.022	32.828	31.713	30.668	29.689	28.768	27.901	27.083	26.311	25.580	24.887	24.230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5800721	5862	-1	3	5000	47	0	0	0	35	0.454545455	0.318181818	0.090909091	0.045454545	0.090909091	0	0	0	0	0	160	0	2	0	1	9767	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	121313.28	10	58	1	0	0	0	10	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2724.514	765.731	308.801	151.839	84.711	51.597	33.527	22.894	16.261	11.925	8.980	6.914	5.427	4.329	3.504	2.872	2.381	1.993	1.684	1.434	1.231	1.063	0.924	0.808	0.710	0.627	0.556	0.495	0.442	0.397	0.358	0.324	0.293	0.265	0.240	0.217	0.197	0.178	0.161	0.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGOK5801121	5862	-1	3	5000	48.6	0	0	0	41.8	0.516467066	0.278443114	0.095808383	0.035928144	0.073353293	0	0	0	0	0	160	92	59	48	1	7444	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	99456	10	58	1	0	0	0	12	0	0	1	68.450	33.309	21.591	15.784	12.344	10.081	8.486	7.305	6.397	5.679	5.098	4.609	4.171	3.774	3.415	3.090	2.796	2.530	2.289	2.071	1.874	1.696	1.534	1.388	1.256	1.137	1.028	0.931	0.842	0.762	0.689	0.624	0.564	0.511	0.462	0.418	0.378	0.342	0.310	0.280	953.586	464.032	300.793	219.896	171.965	140.439	118.218	101.763	89.119	79.119	71.025	64.211	58.100	52.571	47.569	43.042	38.946	35.240	31.886	28.852	26.106	23.622	21.374	19.340	17.499	15.834	14.327	12.964	11.730	10.614	9.604	8.690	7.863	7.115	6.438	5.825	5.271	4.769	4.315	3.905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
